#Station	ID_st	State	Name	No.records	Long	Lat	1_2013	2_2013	3_2013	4_2013	5_2013	6_2013	7_2013	8_2013	9_2013	10_2013	11_2013	12_2013	1_2014	2_2014	3_2014	4_2014	5_2014	6_2014	7_2014	8_2014	9_2014	10_2014	11_2014	12_2014	1_2015	2_2015	3_2015	4_2015	5_2015	6_2015	7_2015	8_2015	9_2015	10_2015	11_2015	12_2015	1_2016	2_2016	3_2016	4_2016	5_2016	6_2016	7_2016	8_2016	9_2016	10_2016	11_2016	12_2016	1_2017	2_2017	3_2017	4_2017	5_2017	6_2017	7_2017	8_2017	9_2017	10_2017	11_2017	12_2017	1_2018	2_2018	3_2018	4_2018	5_2018	6_2018	7_2018	8_2018	9_2018	10_2018	11_2018	12_2018	1_2019	2_2019	3_2019	4_2019	5_2019	6_2019	7_2019	8_2019	9_2019	10_2019	11_2019	12_2019	1_2020	2_2020	3_2020	4_2020	5_2020	6_2020	7_2020	8_2020	9_2020	10_2020	11_2020	12_2020	1_2021	2_2021	3_2021	4_2021	5_2021	6_2021	7_2021	8_2021	9_2021	10_2021	11_2021	12_2021	1_2022	2_2022	3_2022	4_2022	5_2022	6_2022	7_2022	8_2022	9_2022	10_2022	11_2022	12_2022	1_2023	2_2023	3_2023	4_2023	5_2023	6_2023	7_2023	8_2023	9_2023	10_2023	11_2023	12_2023	1_2024	2_2024	3_2024	4_2024	5_2024	6_2024	7_2024	8_2024	9_2024	10_2024	11_2024	12_2024	1_2025	2_2025	3_2025	4_2025	5_2025	6_2025	7_2025	8_2025	9_2025	10_2025	11_2025	12_2025	1_2026	2_2026	3_2026	4_2026	5_2026	Unnamed: 168
TCOGR	(333)	GRO	TIERRA COLORADA	113	-99.53	17.17	0.0	0.0	18.1	-99.0	116.0	194.0	117.0	190.5	1090.0	-99.0	-99.0	0.0	-99.0	0.0	0.0	0.0	201.0	223.21	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	12.6	0.0	67.5	34.0	1.3	264.5	365.5	349.3	409.9	68.3	37.3	1.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	0.0	0.0	0.0	0.0	177.2	-99.0	174.8	175.1	187.4	54.7	0.0	0.0	0.0	0.0	0.0	-99.0	51.1	84.8	122.9	131.1	39.2	14.6	0.0	4.0	0.0	0.0	0.0	0.0	2.5	78.5	-99.0	181.5	-99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	90.2	110.5	54.5	49.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	63.8	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	73.0	124.0	26.5	261.8	13.8	0.0	0.0	0.0	0.0	0.0	0.0	53.0	32.8	40.2	212.9	16.0	0.0	-99.0	26.0	0.0	0.0	0.0	29.3	228.3	52.0	60.3	28.0	32.0	7.5	7.0	0.0	0.0	0.0	0.0	5.0	
TECGR	(334)	GRO	TECPAN DE GALEANA	16	-100.63	17.26	22.8	0.0	1.5	0.0	0.0	96.7	20.0	126.3	205.4	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	
TLAGR	(335)	GRO	TLACOTEPEC	148	-99.98	17.79	6.9	0.0	17.5	24.9	192.4	193.7	184.5	300.5	356.4	348.7	51.8	2.0	-99.0	0.0	1.8	0.0	268.4	315.0	280.7	265.2	263.1	171.4	28.8	31.3	8.3	0.0	53.0	0.0	125.2	184.1	116.2	173.8	328.8	111.5	105.8	6.6	28.5	4.3	19.9	20.8	94.4	232.9	213.7	226.3	329.2	81.6	9.1	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	0.0	0.0	12.9	54.2	305.4	-99.0	394.1	339.1	239.2	47.1	13.6	0.0	0.0	0.0	0.0	65.2	140.3	214.7	130.61	311.5	173.1	25.3	0.0	11.0	1.3	1.3	6.5	9.8	158.3	194.2	235.9	283.2000012	-99.0	11.3	0.0	1.3	0.0	0.0	0.0	110.7	266.7	192.6	318.6	316.5	97.4	2.2	8.5	7.5	0.0	0.0	0.0	82.9	209.4	-99.0	388.1	229.1	78.7	6.0	0.0	0.0	0.0	1.6	0.01	100.8	60.6	295.8	268.3	120.3	201.9	20.6	3.9	0.0	15.7	0.0	0.0	0.0	128.1	431.4	302.5	301.3	84.7	0.0	0.0	40.4	0.0	0.0	0.0	68.8	281.5	134.2	210.4	166.5	127.0	0.0	1.1	0.0	0.0	30.6	28.1	104.9	
TLPGR	(336)	GRO	TLAPA	147	-98.6	17.5	0.0	0.0	6.2	10.3	61.7	311.0	133.0	138.0	183.5	31.5	70.6	0.0	-99.0	0.0	10.5	14.5	117.02	124.9	68.07	107.5	159.3	108.5	2.8	4.9	0.0	5.6	43.2	3.7	213.1	118.7	94.8	144.8	285.1	38.0	25.3	0.0	4.3	0.0	30.6	31.4	90.9	214.4	254.3	183.9	102.0	104.5	40.8	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	1.5	19.2	55.7	91.8	80.2	-99.0	242.0	173.5	54.6	18.0	5.1	0.0	0.0	-99.0	0.4	80.9	141.8	108.6	126.0	199.9	41.9	6.2	0.0	0.0	0.0	0.0	21.8	28.5	134.9	170.7	135.9	171.7000001	-99.0	0.0	1.9	5.9	0.0	0.0	2.2	97.7	117.3	127.2	190.4	209.4	47.3	0.0	0.0	4.4	0.0	0.0	31.8	68.2	182.8	-99.0	104.1	216.3	43.1	13.5	0.0	0.0	0.0	2.5	0.0	91.3	33.0	137.4	200.7	63.3	70.7	60.16	3.0	0.0	10.8	0.0	0.0	25.6	162.7	218.0	140.4	180.5	32.9	9.4	0.0	20.8	2.2	0.0	28.7	44.9	161.8	119.0	108.7	113.9	89.1	0.0	10.2	0.0	0.0	39.3	49.7	76.1	
TXTGR	(337)	GRO	TIXTLA	116	-99.4	17.57	0.0	-99.0	-99.0	4.7	37.4	141.3	59.3	32.1	83.3	54.1	8.0	0.0	-99.0	0.0	0.0	0.0	69.5	71.4	107.8	-99.0	-99.0	92.6	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	11.5	0.0	0.0	5.7	27.0	168.8	-99.0	366.3	341.1	174.2	35.2	5.3	0.2	0.0	0.0	0.0	55.1	118.7	208.4	179.6	311.7	158.6	56.2	0.0	6.4	0.0	0.0	39.5	24.6	221.7	95.9	-99.0	234.3999987	-99.0	11.0	0.2	2.0	0.0	0.0	0.0	75.6	291.6	209.7	284.1	163.8	90.0	0.0	0.0	14.8	3.0	0.0	25.7	87.5	248.6	-99.0	191.5	311.5	74.5	9.5	1.2	0.0	0.0	0.0	2.5	33.5	26.6	249.3	216.1	119.6	232.6	108.3	1.1	0.0	8.8	0.0	0.0	12.0	99.1	243.1	238.0	427.1	60.0	19.1	-99.0	61.0	4.1	0.0	0.0	61.5	267.8	265.9	220.3	172.5	123.0	0.0	3.2	8.7	0.0	30.5	22.9	46.4	
VGRGR	(338)	GRO	P. VICENTE GUERRERO	131	-100.27	18.39	6.6	0.0	1.4	0.0	14.7	190.4	266.8	128.4	238.7	183.4	32.5	0.0	-99.0	0.0	0.0	0.0	139.8	241.5	102.1	180.7	302.6	219.7	-99.0	-99.0	0.0	2.5	40.9	0.0	85.7	164.7	165.0	120.2	217.8	69.2	30.6	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	0.0	0.0	1.0	88.0	189.4	-99.0	211.0	282.0	246.2	62.7	0.0	0.0	0.0	0.0	0.0	23.5	147.5	200.8	153.8	168.4	143.3	12.0	0.0	0.0	15.3	6.0	0.0	-99.0	-99.0	-99.0	210.8	265.1	-99.0	11.5	0.0	0.0	0.0	0.0	0.0	20.7	190.3	239.6	362.5	232.5	66.7	0.0	0.0	0.0	0.0	0.0	0.0	28.7	179.3	-99.0	261.5	164.0	57.5	5.0	1.0	0.0	0.0	0.0	0.0	8.0	68.0	202.7	237.0	267.0	159.0	11.0	0.0	0.0	17.0	0.0	0.0	0.0	160.2	251.8	296.5	440.0	70.0	1.0	0.0	29.0	3.0	3.0	0.0	94.0	221.5	245.5	369.5	279.5	49.5	7.0	3.5	8.0	3.5	3.0	8.5	71.0	
VTRGR	(339)	GRO	PRESA VALERIO TRUJANO	135	-99.5	18.42	6.8	0.0	6.1	0.0	114.0	231.1	131.1	122.3	316.6	22.9	58.7	11.8	-99.0	0.0	0.0	9.9	133.3	151.81	199.6	200.1	307.6	97.12	-99.0	-99.0	0.0	0.0	16.9	0.0	74.7	180.3	112.5	182.4	134.2	70.7	19.5	1.0	31.8	0.0	7.4	36.1	29.1	197.5	225.2	173.2	245.4	40.2	11.5	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	0.0	-99.0	0.0	-99.0	35.6	126.2	250.1	107.3	197.7	170.8	7.1	0.0	3.3	2.8	3.1	5.1	-99.0	89.6	147.1	126.6	217.700002	-99.0	0.0	0.0	0.0	0.0	1.2	0.0	100.8	290.6	94.1	197.3	211.0	76.6	0.0	0.0	0.0	0.0	0.0	27.5	78.1	182.0	-99.0	206.0	232.0	83.6	20.1	0.0	0.0	0.0	0.0	16.7	41.4	23.6	250.8	170.6	119.7	94.92	11.5	0.0	0.0	5.5	0.0	0.0	7.1	143.8	234.4	235.6	219.6	42.1	0.0	0.0	19.0	0.0	0.0	0.0	56.5	265.5	185.9	266.3	250.0	79.9	0.0	0.0	0.0	1.7	8.4	0.0	6.1	
XXHGR	(340)	GRO	XOCHIHUEHUETLAN	148	-98.49	17.9	1.0	0.0	5.0	12.5	93.2	347.3	112.0	268.2	243.8	65.9	69.5	3.3	-99.0	0.0	1.0	19.0	116.0	181.5	61.0	174.0	268.5	112.0	13.0	4.0	0.0	5.5	75.0	0.0	193.0	150.0	110.0	148.5	337.5	85.5	41.5	0.0	3.5	0.0	28.5	8.0	127.0	135.5	94.0	162.0	147.0	43.0	40.5	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	0.0	0.0	64.5	40.5	320.5	-99.0	292.3	120.0	44.5	25.0	0.0	0.0	0.0	0.0	0.0	33.5	177.0	141.4	108.0	149.0	89.0	0.0	0.0	0.0	0.0	0.0	3.0	41.5	166.5	80.5	138.0	300.6999989	-99.0	0.0	0.0	0.0	0.0	0.0	7.0	109.5	161.0	108.5	192.0	162.0	38.0	0.0	0.0	4.7	0.0	3.5	23.5	9.4	130.5	-99.0	158.5	146.1	76.5	6.5	0.0	0.0	0.0	13.0	4.0	107.8	51.5	99.5	179.5	108.5	129.5	71.5	1.5	0.0	11.5	0.0	13.5	62.5	128.5	211.0	169.5	116.0	87.0	15.0	0.0	43.0	19.0	0.0	0.0	130.5	137.5	190.5	166.0	219.0	35.5	0.0	4.0	0.0	0.0	6.0	44.0	47.0	
ZHTGR	(341)	GRO	ZIHUATANEJO	147	-101.55	17.65	30.2	0.0	3.1	0.0	2.0	41.6	43.4	60.0	736.2	179.4	8.0	0.0	-99.0	0.0	0.0	0.0	4.6	327.1	27.5	50.34	139.1	225.3	71.0	28.3	0.0	5.7	63.5	0.0	6.5	171.8	108.9	174.3	212.3	450.7	30.3	95.4	78.7	0.0	67.9	0.0	0.5	142.3	191.8	238.4	387.6	142.5	188.9	2.4	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.7	0.0	0.0	0.0	0.0	269.1	-99.0	161.0	71.6	253.6	123.6	0.0	0.0	0.0	0.0	0.0	0.2	74.2	191.4	256.8	613.8	183.4	9.5	12.3	0.0	11.7	0.0	0.0	0.0	133.7	184.3	617.2	219.0000024	-99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	476.1	187.4	534.4	251.8	56.5	19.0	0.0	0.0	0.0	0.0	0.0	6.1	152.0	-99.0	167.8	241.1	94.6	2.8	0.0	0.0	0.0	0.0	0.0	22.0	208.3	151.8	174.4	80.0	358.0	4.4	-99.0	7.3	2.9	0.0	0.0	0.0	66.9	102.8	67.7	637.9	145.1	41.6	0.0	71.7	0.0	0.0	0.0	8.9	378.2	33.6	118.3	255.8	324.7	0.0	0.0	12.7	0.0	0.0	1.1	5.4	
ABSGJ	(342)	GTO	ABASOLO	134	-101.52	20.43	3.7	0.0	0.0	0.0	35.2	88.5	249.3	81.4	194.5	33.5	106.0	37.0	-99.0	5.88	2.62	0.0	64.63	157.0	96.54	93.03	117.02	42.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	10.5	2.5	9.7	5.8	35.8	119.0	203.1	219.7	49.5	22.0	28.3	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	1.2	13.5	0.0	11.0	66.7	198.54	-99.0	160.8	107.24	29.01	53.5	0.0	12.3	0.0	0.0	0.0	6.0	56.01	203.5	116.8	121.81	41.52	7.0	4.0	0.0	23.0	0.0	1.0	20.02	120.0	82.12	157.62	93.29999995	-99.0	0.0	0.0	1.2	0.0	0.0	4.0	42.2	145.43	162.02	336.1	272.6	39.7	0.01	4.5	8.0	2.5	0.0	0.0	1.51	92.0	-99.0	173.5	44.0	83.81	8.51	10.0	0.0	0.0	3.0	0.0	16.51	21.0	74.31	176.73	41.5	29.52	22.54	43.04	0.0	15.0	0.0	0.0	14.51	118.82	251.13	189.31	107.41	9.01	0.0	0.0	1.8	11.0	0.0	0.0	10.52	146.81	159.52	145.5	98.51	8.0	0.0	15.51	31.0	0.0	3.21	53.5	0.02	
ACNGJ	(343)	GTO	ACAMBARO	146	-100.72	20.03	3.0	0.3	9.0	0.0	52.0	99.1	250.0	157.0	198.0	61.1	34.0	31.0	-99.0	0.0	5.01	13.03	55.0	149.03	83.03	215.01	145.05	109.5	-99.0	-99.0	5.0	18.1	137.0	17.0	156.1	63.7	146.1	99.0	116.0	40.1	1.0	13.0	7.0	7.0	32.1	10.0	50.1	101.0	198.1	371.0	91.1	45.0	30.1	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	6.0	6.0	0.02	9.0	36.1	250.02	-99.0	183.1	270.07	80.07	66.04	3.02	2.04	0.03	0.02	0.01	24.06	114.07	165.1	119.03	139.03	72.06	15.1	9.01	4.0	32.0	27.0	0.1	30.62	106.1	119.1	178.03	61.05	-99.0	0.0	1.0	7.0	0.0	0.01	8.0	36.3	159.07	283.34	173.1	260.1	33.0	1.01	0.0	0.02	4.0	0.0	4.1	5.04	169.1	-99.0	190.0	146.0	74.05	27.02	14.0	0.01	0.0	13.0	0.03	26.11	22.03	187.1	138.06	90.0	99.05	32.06	36.02	0.04	24.0	0.0	0.05	17.0	102.09	326.02	226.83	125.08	13.05	33.0	4.0	11.0	20.0	0.02	0.01	66.05	161.03	125.07	282.03	105.72	37.0	0.0	7.01	11.0	0.0	9.06	40.06	79.06	
AEGGJ	(344)	GTO	APASEO EL GRANDE	105	-100.68	20.53	5.5	0.0	2.5	1.7	75.8	31.6	244.2	113.5	182.0	10.7	6.3	40.8	-99.0	-99.0	4.0	23.0	53.8	218.3	83.8	68.6	28.41	27.01	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	7.5	0.0	4.0	27.7	155.8	-99.0	182.9	268.1	123.71	38.7	0.0	0.0	0.0	0.0	0.0	4.5	114.3	129.2	135.5	144.7	22.52	11.0	7.0	4.0	34.5	20.9	0.8	19.81	-99.0	44.01	34.0	-99.0	-99.0	0.0	-99.0	-99.0	-99.0	0.0	0.0	65.8	74.3	-99.0	88.1	118.2	79.2	0.01	-99.0	0.0	6.1	0.0	15.1	7.21	13.8	-99.0	135.4	82.9	22.41	0.5	17.6	0.0	0.0	0.0	0.0	16.81	0.0	87.12	232.33	28.2	24.32	20.24	47.5	0.01	0.0	0.0	0.0	5.41	93.51	-99.0	-99.0	-99.0	0.02	-99.0	0.0	-99.0	0.0	0.0	0.0	70.6	167.81	-99.0	106.2	-99.0	-99.0	0.0	11.9	5.3	0.0	7.81	36.6	17.41	
AMCGJ	(345)	GTO	AMECHE	134	-100.58	20.55	0.0	0.0	6.0	34.5	42.5	105.5	191.5	64.0	115.8	33.8	4.5	33.5	-99.0	0.0	1.01	7.8	50.52	121.52	106.4	97.52	34.55	64.53	-99.0	-99.0	2.0	8.5	124.5	24.0	134.5	116.0	200.5	92.0	84.5	33.5	0.0	3.5	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	1.0	4.0	0.0	1.5	22.0	244.52	-99.0	132.9	160.01	41.04	39.02	1.0	0.0	0.0	0.02	0.01	1.03	86.52	100.3	128.52	147.82	51.52	5.8	11.01	8.0	31.2	13.0	13.0	63.23	207.8	122.54	87.25	59.83999995	-99.0	0.0	2.3	0.0	0.0	0.0	6.0	94.5	65.65	29.56	182.9	199.0	34.5	0.02	0.7	0.01	3.5	0.0	22.0	6.0	10.0	-99.0	52.2	115.0	65.51	5.72	12.3	0.0	0.0	3.02	0.0	11.03	32.5	146.51	167.04	32.4	17.23	23.04	37.01	0.01	15.0	0.0	0.0	29.5	72.84	254.37	103.71	95.25	0.01	0.0	0.5	1.0	1.5	0.0	0.0	101.91	120.62	141.91	163.91	149.42	3.4	0.0	7.51	2.8	0.0	0.02	38.02	9.53	
ANSGJ	(346)	GTO	ARANDAS	67	-101.37	20.71	4.7	0.0	0.0	2.2	55.2	148.5	293.6	126.5	231.4	50.0	12.2	20.2	-99.0	0.0	8.93	1.0	68.71	99.42	108.52	233.71	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	10.7	0.0	10.7	24.8	265.6	-99.0	182.0	190.31	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	194.81	-99.0	65.52	0.8	6.2	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	105.32	134.73	23.0	50.92	31.1	39.71	0.01	16.2	0.0	0.0	0.0	131.43	138.61	103.51	115.1	3.7	0.0	0.0	0.0	12.2	0.0	0.0	14.53	277.5	164.43	88.61	90.72	1.8	0.0	24.21	18.9	0.0	0.01	19.3	34.51	
APSGJ	(347)	GTO	APASEO EL ALTO	134	-100.62	20.45	0.0	0.0	4.0	0.0	35.0	72.0	226.0	110.0	148.3	25.1	5.0	29.0	-99.0	0.0	0.0	3.5	68.0	149.6	117.2	84.8	38.31	27.5	-99.0	-99.0	0.0	12.0	123.8	28.5	81.5	123.0	128.1	91.3	66.1	58.5	0.0	6.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	15.0	0.0	3.0	22.0	202.5	-99.0	149.5	130.05	50.32	34.7	0.01	0.0	0.0	1.51	0.0	6.51	98.52	111.6	99.02	126.01	55.01	0.0	13.0	8.0	26.5	9.5	39.5	32.5	167.0	120.03	96.03	50.01	-99.0	0.0	5.0	0.0	0.0	0.0	16.0	96.1	112.02	72.05	118.5	200.9	48.0	1.01	0.0	0.0	0.0	0.0	29.5	1.52	11.0	-99.0	166.5	123.0	34.0	0.03	1.01	0.0	0.0	2.02	2.0	19.54	22.0	72.0	189.6	10.0	22.02	15.52	44.51	0.0	18.0	0.0	0.0	3.0	125.02	178.04	100.51	164.06	1.01	0.0	0.0	1.0	6.0	0.0	0.0	115.52	203.53	144.02	110.42	63.53	18.0	0.0	6.01	8.0	0.0	1.01	33.0	19.52	
ATBGJ	(348)	GTO	AGUA TIBIA	122	-101.63	20.5	6.5	6.0	0.0	0.0	33.5	153.5	290.0	120.5	229.0	38.0	32.1	39.0	-99.0	0.0	0.0	5.5	62.0	136.5	163.0	157.02	133.03	56.01	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	1.0	13.0	0.01	27.5	99.0	307.7	-99.0	214.5	149.02	50.01	60.52	1.01	1.02	0.0	0.0	0.0	0.0	100.02	186.1	201.03	69.01	36.02	10.3	7.02	0.0	14.0	13.5	2.0	41.03	186.0	115.04	153.54	103.52	-99.0	0.0	0.0	0.0	0.0	0.0	6.0	41.5	202.22	199.31	200.5	219.0	62.8	1.0	2.5	0.01	2.0	0.0	7.0	19.42	55.0	-99.0	198.0	53.0	35.02	18.0	8.0	0.0	0.0	6.01	0.0	10.0	13.5	90.52	210.02	36.0	92.0	8.01	51.0	0.0	0.0	0.0	0.0	21.0	141.0	211.5	153.02	193.0	7.0	0.0	1.0	2.0	5.0	0.0	0.0	23.02	205.01	213.02	209.03	176.01	6.0	3.0	41.01	23.0	5.0	11.0	27.0	2.0	
BEGGJ	(349)	GTO	LA BEGOÑA (HIDROM. IGNACIO ALLENDE)	47	-100.83	20.85	13.8	0.0	0.5	0.0	23.9	81.9	178.6	55.0	169.0	18.2	30.9	42.3	-99.0	0.0	0.0	9.4	111.7	111.2	123.5	116.8	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.01	5.04	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	43.72	1.5	12.0	0.0	0.0	10.0	-99.0	-99.0	63.55	87.74	0.02	-99.0	-99.0	1.0	4.0	0.0	0.0	93.0	178.03	156.03	62.02	92.02	13.0	0.0	7.0	9.0	0.0	4.01	41.01	17.02	
BRRGJ	(350)	GTO	PRESA EL BARRIAL	148	-101.83	21.05	20.9	0.0	0.0	0.0	11.8	121.9	253.0	73.3	191.6	69.2	29.8	73.1	-99.0	0.0	6.72	16.33	58.8	88.8	115.0	57.41	62.64	38.61	10.4	5.5	0.8	1.1	86.6	3.0	69.6	152.1	143.0	87.8	139.4	65.4	0.0	14.2	9.2	13.8	27.0	2.0	22.1	94.9	182.6	326.3	73.9	26.7	15.9	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	3.5	23.7	0.0	6.2	41.7	320.43	-99.0	167.3	108.74	40.36	42.6	0.0	7.23	0.01	0.0	0.02	0.03	27.05	149.4	219.53	32.14	80.43	27.8	4.51	4.2	15.21	10.6	0.0	49.53	51.3	116.05	102.54	82.66999943	-99.0	0.0	0.3	0.2	0.0	0.0	4.8	26.0	99.44	236.34	118.7	112.4	31.1	1.5	2.0	0.02	0.0	0.0	9.8	2.13	58.4	-99.0	120.8	39.5	16.83	9.5	0.01	0.0	0.0	1.72	0.0	4.92	27.69	83.52	115.01	21.9	62.41	45.81	34.82	0.03	18.12	0.0	0.0	2.31	121.94	142.56	109.91	90.91	0.01	0.0	0.3	1.0	0.3	0.0	0.0	49.82	167.45	100.24	101.75	83.72	7.4	0.0	8.01	12.3	0.0	2.21	24.9	15.53	
